Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
Nurse,Bachelor's,Low,84304,0.06,0.44
Nurse,Bachelor's,Low,86414,0.26,0.91
Data Scientist,PhD,Low,47040,0.64,0.97
Data Scientist,PhD,Low,80192,0.57,0.33
Financial Analyst,High School,Medium,141359,0.43,0.51
Construction Worker,Bachelor's,High,52394,0.89,0.04
Retail Worker,Master's,High,75482,0.89,0.52
Truck Driver,Master's,High,147232,0.72,0.31
UX Researcher,PhD,Medium,147220,0.32,0.64
Chef,Bachelor's,Medium,107078,0.56,0.7
Chef,Bachelor's,Medium,63979,0.45,0.18
Construction Worker,Bachelor's,High,120290,0.89,0.6
Research Scientist,Bachelor's,Low,51573,0.07,0.2
Teacher,Master's,Low,79984,0.06,0.32
Graphic Designer,Bachelor's,Medium,96770,0.53,0.92
Mechanic,Master's,Medium,68031,0.43,0.45
Security Guard,Master's,High,124238,0.86,0.59
Data Scientist,PhD,Low,105587,0.63,0.41
AI Engineer,Master's,Low,34023,0.27,0.84
Mechanic,Master's,Medium,72215,0.42,0.88
Marketing Manager,Bachelor's,Low,82870,0.65,0.33
Marketing Manager,Bachelor's,Low,32978,0.49,0.38
Marketing Manager,Bachelor's,Low,45522,0.6,0.32
Software Engineer,PhD,Low,63414,0.48,0.61
Research Scientist,Bachelor's,Low,47140,0.23,0.1
Research Scientist,Bachelor's,Low,140261,0.28,0.21
Doctor,PhD,Low,62975,0.11,0.88
AI Engineer,Master's,Low,146004,0.05,0.08
Graphic Designer,Bachelor's,Medium,57167,0.64,0.48
Chef,Bachelor's,Medium,39046,0.42,0.71
Doctor,PhD,Low,113184,0.15,0.4
Data Scientist,PhD,Low,52689,0.63,0.01
Truck Driver,Master's,High,125494,0.92,0.46
Doctor,PhD,Low,111214,0.1,0.77
Construction Worker,Bachelor's,High,139071,0.73,0.21
Data Scientist,PhD,Low,34027,0.48,0.74
HR Specialist,Bachelor's,Medium,129074,0.35,0.41
Data Scientist,PhD,Low,114785,0.31,0.13
Construction Worker,Bachelor's,High,149107,0.77,0.34
Mechanic,Master's,Medium,42380,0.47,0.4
Doctor,PhD,Low,81331,0.23,0.9
Teacher,Master's,Low,38245,0.3,0.81
UX Researcher,PhD,Medium,76766,0.39,0.29
Chef,Bachelor's,Medium,121865,0.53,0.35
Teacher,Master's,Low,133457,0.24,0.16
Truck Driver,Master's,High,131126,0.84,0.9
Construction Worker,Bachelor's,High,73066,0.74,0.79
Doctor,PhD,Low,72875,0.21,0.98
Security Guard,Master's,High,90011,0.79,0.01
Software Engineer,PhD,Low,98232,0.69,0.03
Chef,Bachelor's,Medium,132491,0.64,0.19
Data Scientist,PhD,Low,70741,0.5,0.34
Truck Driver,Master's,High,76566,0.81,0.7
AI Engineer,Master's,Low,78817,0.17,0.46
Software Engineer,PhD,Low,137334,0.32,0.65
Financial Analyst,High School,Medium,30591,0.56,0.63
Retail Worker,Master's,High,42938,0.79,0.5
Construction Worker,Bachelor's,High,82076,0.74,0.97
Nurse,Bachelor's,Low,71628,0.07,0.85
Truck Driver,Master's,High,82136,0.86,0.38
Marketing Manager,Bachelor's,Low,74440,0.38,0.5
Doctor,PhD,Low,43453,0.12,0.31
Chef,Bachelor's,Medium,140252,0.7,0.27
Financial Analyst,High School,Medium,99212,0.56,0.09
Graphic Designer,Bachelor's,Medium,50043,0.49,0.81
Financial Analyst,High School,Medium,33017,0.3,0.15
Teacher,Master's,Low,118913,0.16,0.46
Customer Support,PhD,High,144420,0.84,0.56
Customer Support,PhD,High,126805,0.8,0.8
Chef,Bachelor's,Medium,144780,0.56,0.17
Chef,Bachelor's,Medium,137009,0.57,0.86
AI Engineer,Master's,Low,82328,0.26,0.51
Software Engineer,PhD,Low,78542,0.48,0.86
UX Researcher,PhD,Medium,35703,0.31,0.96
Data Scientist,PhD,Low,110146,0.31,0.67
Software Engineer,PhD,Low,117052,0.48,0.54
Teacher,Master's,Low,89254,0.16,0.16
Mechanic,Master's,Medium,62009,0.32,0.5
HR Specialist,Bachelor's,Medium,56651,0.39,0.32
Graphic Designer,Bachelor's,Medium,59410,0.43,0.93
Nurse,Bachelor's,Low,103844,0.18,0.89
Retail Worker,Master's,High,128035,0.74,0.36
Truck Driver,Master's,High,147270,0.83,0.43
Nurse,Bachelor's,Low,43769,0.1,0.23
Financial Analyst,High School,Medium,103616,0.52,0.25
Construction Worker,Bachelor's,High,79004,0.82,0.57
Graphic Designer,Bachelor's,Medium,140190,0.61,0.13
Truck Driver,Master's,High,51071,0.86,0.85
Marketing Manager,Bachelor's,Low,97913,0.46,0.65
Lawyer,Master's,Medium,138336,0.4,0.57
Doctor,PhD,Low,37432,0.1,0.48
Lawyer,Master's,Medium,54578,0.67,0.65
Financial Analyst,High School,Medium,83609,0.62,0.03
Software Engineer,PhD,Low,51182,0.51,0.05
UX Researcher,PhD,Medium,127841,0.62,0.2
Research Scientist,Bachelor's,Low,101160,0.2,0.72
Marketing Manager,Bachelor's,Low,38711,0.69,0.37
Graphic Designer,Bachelor's,Medium,138886,0.65,0.76
Research Scientist,Bachelor's,Low,97696,0.16,0.53
Truck Driver,Master's,High,105948,0.81,0.76
Lawyer,Master's,Medium,44235,0.62,0.1
Truck Driver,Master's,High,61688,0.93,0.12
Security Guard,Master's,High,47883,0.92,0.53
Customer Support,PhD,High,105569,0.86,0.58
Software Engineer,PhD,Low,73271,0.64,0.31
Teacher,Master's,Low,147327,0.12,0.18
Security Guard,Master's,High,76798,0.82,0.2
Doctor,PhD,Low,127077,0.27,0.7
Construction Worker,Bachelor's,High,145088,0.88,0.81
Data Scientist,PhD,Low,33841,0.66,0.47
Data Scientist,PhD,Low,141789,0.43,0.55
Teacher,Master's,Low,102828,0.17,0.54
UX Researcher,PhD,Medium,50754,0.63,0.37
Construction Worker,Bachelor's,High,105481,0.7,0.8
UX Researcher,PhD,Medium,118110,0.62,0.02
Mechanic,Master's,Medium,96178,0.57,0.08
HR Specialist,Bachelor's,Medium,146903,0.54,0.13
Chef,Bachelor's,Medium,101835,0.45,0.45
UX Researcher,PhD,Medium,144300,0.63,0.27
Doctor,PhD,Low,80908,0.09,0.43
HR Specialist,Bachelor's,Medium,30567,0.41,0.98
Truck Driver,Master's,High,119342,0.82,0.8
Customer Support,PhD,High,106762,0.89,0.06
Marketing Manager,Bachelor's,Low,101486,0.4,0.95
Mechanic,Master's,Medium,56926,0.36,0.91
Research Scientist,Bachelor's,Low,64986,0.21,0.75
Financial Analyst,High School,Medium,30944,0.47,0.52
HR Specialist,Bachelor's,Medium,60540,0.58,0.08
Data Scientist,PhD,Low,87410,0.68,0.46
Data Scientist,PhD,Low,148362,0.37,0.56
Software Engineer,PhD,Low,72460,0.51,0.6
Chef,Bachelor's,Medium,130257,0.58,0.82
Truck Driver,Master's,High,106054,0.94,0.48
Teacher,Master's,Low,139588,0.22,0.66
HR Specialist,Bachelor's,Medium,97143,0.67,0.88
Mechanic,Master's,Medium,49798,0.34,0.01
Doctor,PhD,Low,87748,0.19,0.52
Retail Worker,Master's,High,46254,0.82,0.62
Chef,Bachelor's,Medium,75211,0.33,0.99
HR Specialist,Bachelor's,Medium,39695,0.43,0.35
Mechanic,Master's,Medium,57740,0.58,0.11
Security Guard,Master's,High,99306,0.72,0.4
UX Researcher,PhD,Medium,54524,0.5,0.42
UX Researcher,PhD,Medium,92345,0.51,0.19
Teacher,Master's,Low,93220,0.26,0.45
Lawyer,Master's,Medium,108610,0.7,0.43
Financial Analyst,High School,Medium,64722,0.34,0.19
Security Guard,Master's,High,70910,0.93,0.92
AI Engineer,Master's,Low,138347,0.22,0.78
Marketing Manager,Bachelor's,Low,58152,0.48,0.82
Lawyer,Master's,Medium,95063,0.62,0.74
Retail Worker,Master's,High,125761,0.76,0.86
Graphic Designer,Bachelor's,Medium,31645,0.38,0.97
Customer Support,PhD,High,73262,0.71,0.64
Retail Worker,Master's,High,51730,0.77,0.77
Security Guard,Master's,High,123878,0.82,0.76
Software Engineer,PhD,Low,89300,0.32,0.04
Data Scientist,PhD,Low,131971,0.43,0.87
HR Specialist,Bachelor's,Medium,113441,0.31,0.26
Customer Support,PhD,High,87589,0.92,0.99
Graphic Designer,Bachelor's,Medium,113446,0.64,0.73
Retail Worker,Master's,High,135301,0.92,0.06
Lawyer,Master's,Medium,118552,0.66,0.43
Marketing Manager,Bachelor's,Low,148977,0.45,0.42
UX Researcher,PhD,Medium,48715,0.59,0.73
HR Specialist,Bachelor's,Medium,147045,0.43,0.17
Software Engineer,PhD,Low,40196,0.51,0.6
Truck Driver,Master's,High,141054,0.92,0.47
Customer Support,PhD,High,132785,0.8,0.51
UX Researcher,PhD,Medium,123249,0.59,0.49
Research Scientist,Bachelor's,Low,62500,0.14,0.95
Customer Support,PhD,High,136128,0.91,0.49
AI Engineer,Master's,Low,142109,0.06,0.94
UX Researcher,PhD,Medium,87737,0.54,0.75
Teacher,Master's,Low,121903,0.13,0.96
AI Engineer,Master's,Low,141654,0.27,0.64
UX Researcher,PhD,Medium,50662,0.48,0.61
Software Engineer,PhD,Low,116755,0.69,0.44
Data Scientist,PhD,Low,133719,0.64,0.16
HR Specialist,Bachelor's,Medium,127427,0.57,0.34
Chef,Bachelor's,Medium,130628,0.57,0.01
Teacher,Master's,Low,43686,0.21,0.12
Research Scientist,Bachelor's,Low,57313,0.17,0.85
UX Researcher,PhD,Medium,91404,0.51,0.83
Financial Analyst,High School,Medium,109794,0.49,0.54
HR Specialist,Bachelor's,Medium,49416,0.51,0.19
Nurse,Bachelor's,Low,56162,0.23,0.43
Customer Support,PhD,High,85420,0.77,0.17
Financial Analyst,High School,Medium,82948,0.48,0.59
Nurse,Bachelor's,Low,91336,0.3,0.16
HR Specialist,Bachelor's,Medium,104474,0.57,0.68
Customer Support,PhD,High,72628,0.86,0.92
Research Scientist,Bachelor's,Low,135494,0.18,0.62
Mechanic,Master's,Medium,71751,0.59,0.37
Truck Driver,Master's,High,86087,0.9,0.55
Nurse,Bachelor's,Low,127425,0.13,0.61
Data Scientist,PhD,Low,133587,0.67,0.43
Security Guard,Master's,High,140373,0.92,0.63
AI Engineer,Master's,Low,133080,0.21,0.13
Chef,Bachelor's,Medium,123012,0.4,0.31
Financial Analyst,High School,Medium,76629,0.56,0.61
Financial Analyst,High School,Medium,33811,0.36,0.55
Teacher,Master's,Low,95283,0.3,0.3
Nurse,Bachelor's,Low,113205,0.11,0.15
HR Specialist,Bachelor's,Medium,100453,0.47,0.58
Nurse,Bachelor's,Low,68397,0.1,0.84
Lawyer,Master's,Medium,113824,0.63,0.1
Data Scientist,PhD,Low,50758,0.33,0.79
Mechanic,Master's,Medium,135900,0.43,0.78
AI Engineer,Master's,Low,133613,0.06,0.71
HR Specialist,Bachelor's,Medium,93115,0.42,0.07
Research Scientist,Bachelor's,Low,129683,0.06,0.38
Marketing Manager,Bachelor's,Low,83013,0.48,0.25
Teacher,Master's,Low,45233,0.09,0.68
Nurse,Bachelor's,Low,50765,0.19,0.68
Retail Worker,Master's,High,108766,0.8,0.14
Truck Driver,Master's,High,64297,0.75,0.84
HR Specialist,Bachelor's,Medium,76126,0.49,0.57
Teacher,Master's,Low,112694,0.16,0.38
Doctor,PhD,Low,117287,0.28,0.7
Nurse,Bachelor's,Low,31082,0.16,0.25
Security Guard,Master's,High,137252,0.88,0.97
Financial Analyst,High School,Medium,31511,0.68,0.56
Truck Driver,Master's,High,33145,0.79,0.69
Software Engineer,PhD,Low,115642,0.37,0.22
Doctor,PhD,Low,128303,0.09,0.56
Construction Worker,Bachelor's,High,81142,0.82,0.59
Research Scientist,Bachelor's,Low,89817,0.28,0.96
Lawyer,Master's,Medium,124410,0.46,0.17
Chef,Bachelor's,Medium,138139,0.56,0.78
Research Scientist,Bachelor's,Low,78657,0.22,0.95
Truck Driver,Master's,High,69309,0.86,0.57
UX Researcher,PhD,Medium,68669,0.34,0.49
Truck Driver,Master's,High,87033,0.75,0.82
Teacher,Master's,Low,80658,0.16,0.96
Software Engineer,PhD,Low,136081,0.51,0.84
Software Engineer,PhD,Low,48728,0.36,0.65
HR Specialist,Bachelor's,Medium,52286,0.3,0.97
Financial Analyst,High School,Medium,55727,0.38,0.19
Marketing Manager,Bachelor's,Low,104638,0.61,1
Data Scientist,PhD,Low,119363,0.37,0.35
Construction Worker,Bachelor's,High,141597,0.84,0.74
Marketing Manager,Bachelor's,Low,72756,0.49,0.61
Research Scientist,Bachelor's,Low,77774,0.27,0.95
Retail Worker,Master's,High,119865,0.71,0.95
AI Engineer,Master's,Low,33692,0.29,0.73
Research Scientist,Bachelor's,Low,139419,0.09,0.39
Truck Driver,Master's,High,48782,0.9,0.09
Retail Worker,Master's,High,140349,0.77,0.53
Software Engineer,PhD,Low,80075,0.62,0.65
Mechanic,Master's,Medium,120629,0.34,0.36
AI Engineer,Master's,Low,135899,0.16,0.53
Marketing Manager,Bachelor's,Low,115333,0.57,0.29
Mechanic,Master's,Medium,93908,0.44,0.67
Retail Worker,Master's,High,41564,0.78,0.67
Truck Driver,Master's,High,144507,0.79,0.56
Graphic Designer,Bachelor's,Medium,147679,0.6,0.92
Research Scientist,Bachelor's,Low,132811,0.3,0.82
UX Researcher,PhD,Medium,54940,0.47,0.06
Software Engineer,PhD,Low,144326,0.56,0.39
Nurse,Bachelor's,Low,30511,0.13,0.67
Software Engineer,PhD,Low,49359,0.41,0.9
Mechanic,Master's,Medium,36265,0.36,0.56
Lawyer,Master's,Medium,122313,0.48,0.95
Chef,Bachelor's,Medium,39280,0.52,0.43
Construction Worker,Bachelor's,High,80281,0.85,0.94
UX Researcher,PhD,Medium,98354,0.63,0.84
Financial Analyst,High School,Medium,140951,0.45,0.38
Retail Worker,Master's,High,145131,0.89,0.11
Nurse,Bachelor's,Low,51529,0.25,0.93
Retail Worker,Master's,High,30594,0.71,0.28
Retail Worker,Master's,High,142770,0.74,0.32
Marketing Manager,Bachelor's,Low,122995,0.47,0.07
Research Scientist,Bachelor's,Low,137126,0.05,0.1
Customer Support,PhD,High,44372,0.94,0.12
Nurse,Bachelor's,Low,53795,0.11,0.65
Security Guard,Master's,High,80697,0.91,0.85
Graphic Designer,Bachelor's,Medium,118078,0.66,0.07
Nurse,Bachelor's,Low,125773,0.16,0.49
Data Scientist,PhD,Low,93766,0.44,0
Truck Driver,Master's,High,105569,0.76,0.37
Teacher,Master's,Low,45782,0.16,0.74
Construction Worker,Bachelor's,High,127288,0.83,0.46
Security Guard,Master's,High,107865,0.92,0.59
AI Engineer,Master's,Low,75986,0.14,0.5
HR Specialist,Bachelor's,Medium,60276,0.36,0.76
Financial Analyst,High School,Medium,137294,0.64,0.09
Graphic Designer,Bachelor's,Medium,147272,0.53,0.79
Mechanic,Master's,Medium,45819,0.46,0.62
AI Engineer,Master's,Low,36473,0.09,0.58
Retail Worker,Master's,High,62556,0.91,0.36
Research Scientist,Bachelor's,Low,88209,0.11,0.22
Lawyer,Master's,Medium,147067,0.43,0.93
Lawyer,Master's,Medium,38699,0.54,1
Data Scientist,PhD,Low,107593,0.53,0.86
Security Guard,Master's,High,75076,0.86,0.71
Software Engineer,PhD,Low,91743,0.64,0.11
Graphic Designer,Bachelor's,Medium,80924,0.55,0.25
Research Scientist,Bachelor's,Low,72500,0.22,0.55
Data Scientist,PhD,Low,52380,0.37,0.01
Graphic Designer,Bachelor's,Medium,34355,0.32,0.11
UX Researcher,PhD,Medium,32035,0.56,0.31
HR Specialist,Bachelor's,Medium,32665,0.34,0.92
Financial Analyst,High School,Medium,100739,0.69,0.81
Doctor,PhD,Low,128560,0.2,0.71
Data Scientist,PhD,Low,59974,0.41,0.15
Teacher,Master's,Low,90521,0.16,0.6
Software Engineer,PhD,Low,66476,0.7,0.4
Software Engineer,PhD,Low,82271,0.57,0.24
Chef,Bachelor's,Medium,33743,0.45,0.69
Marketing Manager,Bachelor's,Low,111256,0.35,0.1
Software Engineer,PhD,Low,132859,0.54,0.16
AI Engineer,Master's,Low,99810,0.06,0.43
UX Researcher,PhD,Medium,90360,0.57,0.02
AI Engineer,Master's,Low,130290,0.08,0.72
Customer Support,PhD,High,105656,0.72,0.84
Doctor,PhD,Low,107982,0.19,0.34
Marketing Manager,Bachelor's,Low,33970,0.69,0.1
Truck Driver,Master's,High,71753,0.9,0.56
Graphic Designer,Bachelor's,Medium,104354,0.65,0.96
Construction Worker,Bachelor's,High,35280,0.89,0.44
Research Scientist,Bachelor's,Low,116545,0.16,0.03
AI Engineer,Master's,Low,131041,0.16,0.35
Software Engineer,PhD,Low,134087,0.43,0.8
AI Engineer,Master's,Low,90985,0.09,0.21
Truck Driver,Master's,High,118257,0.85,0.78
Teacher,Master's,Low,134294,0.26,0.35
Lawyer,Master's,Medium,55666,0.63,0.92
Security Guard,Master's,High,71516,0.74,0.97
Nurse,Bachelor's,Low,48226,0.08,0.86
AI Engineer,Master's,Low,60011,0.14,0.26
Chef,Bachelor's,Medium,136979,0.34,0.86
Construction Worker,Bachelor's,High,85215,0.83,0.31
Software Engineer,PhD,Low,107255,0.67,0.92
Retail Worker,Master's,High,70821,0.89,0.29
Customer Support,PhD,High,133185,0.94,0.1
Construction Worker,Bachelor's,High,107929,0.87,0.35
Security Guard,Master's,High,49523,0.86,0.58
Construction Worker,Bachelor's,High,88188,0.94,0.35
Doctor,PhD,Low,77969,0.17,0.5
Lawyer,Master's,Medium,149528,0.64,0.77
Lawyer,Master's,Medium,85416,0.48,0.26
AI Engineer,Master's,Low,50491,0.12,0.74
HR Specialist,Bachelor's,Medium,105955,0.46,0.57
HR Specialist,Bachelor's,Medium,97519,0.52,0.57
Data Scientist,PhD,Low,74775,0.35,0.3
Doctor,PhD,Low,116437,0.19,0.57
AI Engineer,Master's,Low,112201,0.24,0.35
Nurse,Bachelor's,Low,91134,0.05,0.39
Data Scientist,PhD,Low,76647,0.55,0.92
AI Engineer,Master's,Low,138197,0.14,0.08
Lawyer,Master's,Medium,76413,0.67,0.9
AI Engineer,Master's,Low,112604,0.06,0.54
AI Engineer,Master's,Low,61478,0.08,0.42
Security Guard,Master's,High,92402,0.77,0.67
HR Specialist,Bachelor's,Medium,65319,0.33,0.1
Retail Worker,Master's,High,58830,0.82,0.09
AI Engineer,Master's,Low,59328,0.27,0.9
Teacher,Master's,Low,36123,0.1,0.86
Graphic Designer,Bachelor's,Medium,66587,0.62,0.22
Data Scientist,PhD,Low,51951,0.32,0.58
Retail Worker,Master's,High,37804,0.91,0.45
Security Guard,Master's,High,40349,0.88,0.75
Data Scientist,PhD,Low,136203,0.59,0.51
Mechanic,Master's,Medium,86317,0.48,0.18
Nurse,Bachelor's,Low,117385,0.28,0.56
Lawyer,Master's,Medium,109841,0.39,0.26
Nurse,Bachelor's,Low,95197,0.06,0.18
HR Specialist,Bachelor's,Medium,93410,0.6,0.42
Chef,Bachelor's,Medium,104225,0.6,0.18
AI Engineer,Master's,Low,67499,0.25,0.29
Mechanic,Master's,Medium,130537,0.66,0.16
Retail Worker,Master's,High,118627,0.85,0.2
Software Engineer,PhD,Low,99074,0.52,0.63
HR Specialist,Bachelor's,Medium,71716,0.52,0.15
Teacher,Master's,Low,132033,0.25,0.93
Doctor,PhD,Low,40715,0.28,0.53
Research Scientist,Bachelor's,Low,77553,0.19,0.14
Financial Analyst,High School,Medium,36861,0.41,0.15
Software Engineer,PhD,Low,70154,0.68,0.38
Construction Worker,Bachelor's,High,93576,0.78,0.82
Teacher,Master's,Low,127294,0.1,0.31
Lawyer,Master's,Medium,139875,0.31,1
Security Guard,Master's,High,52925,0.88,0.32
Teacher,Master's,Low,119779,0.06,0.01
Teacher,Master's,Low,87702,0.14,0.02
Data Scientist,PhD,Low,127556,0.52,0.64
Research Scientist,Bachelor's,Low,46289,0.14,0.25
Retail Worker,Master's,High,115823,0.86,0.84
Construction Worker,Bachelor's,High,55966,0.77,0.03
HR Specialist,Bachelor's,Medium,98560,0.52,0.86
Construction Worker,Bachelor's,High,109023,0.94,0
Mechanic,Master's,Medium,112455,0.42,0.46
Security Guard,Master's,High,42930,0.83,0.44
Lawyer,Master's,Medium,48065,0.38,0.56
Mechanic,Master's,Medium,86422,0.34,0.28
Teacher,Master's,Low,69305,0.08,0.06
Customer Support,PhD,High,105355,0.81,0.69
Security Guard,Master's,High,31776,0.91,0.19
Chef,Bachelor's,Medium,113187,0.37,0.51
Security Guard,Master's,High,44937,0.93,0.17
Retail Worker,Master's,High,77259,0.88,0.23
Software Engineer,PhD,Low,48225,0.34,0.96
Nurse,Bachelor's,Low,101519,0.12,0.29
Graphic Designer,Bachelor's,Medium,100994,0.64,0.74
Customer Support,PhD,High,49450,0.76,0.06
Graphic Designer,Bachelor's,Medium,148585,0.59,0.22
Customer Support,PhD,High,106970,0.81,0.51
Customer Support,PhD,High,31112,0.71,0.45
Research Scientist,Bachelor's,Low,117351,0.14,0.31
AI Engineer,Master's,Low,51661,0.21,0.26
Graphic Designer,Bachelor's,Medium,67443,0.3,0.65
UX Researcher,PhD,Medium,44234,0.56,0.34
Software Engineer,PhD,Low,134383,0.52,0.94
Security Guard,Master's,High,72320,0.94,0.9
Customer Support,PhD,High,91196,0.88,0.73
Security Guard,Master's,High,104861,0.77,0.39
HR Specialist,Bachelor's,Medium,148169,0.4,0.65
Chef,Bachelor's,Medium,89630,0.38,0.32
Mechanic,Master's,Medium,127435,0.62,0.57
Mechanic,Master's,Medium,114845,0.65,0.66
HR Specialist,Bachelor's,Medium,49053,0.57,0.67
Nurse,Bachelor's,Low,100683,0.08,0.41
Construction Worker,Bachelor's,High,120153,0.79,0.46
Marketing Manager,Bachelor's,Low,129926,0.44,0.86
Retail Worker,Master's,High,43140,0.8,0.6
Data Scientist,PhD,Low,104362,0.69,0.31
Financial Analyst,High School,Medium,73030,0.67,0.24
Nurse,Bachelor's,Low,54400,0.14,0.02
Nurse,Bachelor's,Low,33760,0.17,0.02
Retail Worker,Master's,High,122930,0.87,0.14
HR Specialist,Bachelor's,Medium,33323,0.51,0.72
Lawyer,Master's,Medium,65098,0.31,0.22
Chef,Bachelor's,Medium,101153,0.55,0.62
Security Guard,Master's,High,101279,0.81,0.49
Data Scientist,PhD,Low,143115,0.6,0.43
Graphic Designer,Bachelor's,Medium,149487,0.66,0.21
Software Engineer,PhD,Low,123304,0.4,0.93
Marketing Manager,Bachelor's,Low,134134,0.57,0.32
Graphic Designer,Bachelor's,Medium,107199,0.49,0.46
Teacher,Master's,Low,132658,0.13,0.24
Data Scientist,PhD,Low,41352,0.32,0.93
UX Researcher,PhD,Medium,43679,0.46,0.04
Doctor,PhD,Low,122345,0.29,0.12
HR Specialist,Bachelor's,Medium,108179,0.52,0.82
Construction Worker,Bachelor's,High,77878,0.73,0.73
Construction Worker,Bachelor's,High,125777,0.89,0.51
Data Scientist,PhD,Low,112124,0.39,0.65
Mechanic,Master's,Medium,126367,0.31,0.46
Truck Driver,Master's,High,77080,0.88,0.1
Chef,Bachelor's,Medium,61280,0.43,0.52
Marketing Manager,Bachelor's,Low,39835,0.56,0.74
Graphic Designer,Bachelor's,Medium,52369,0.6,0.36
HR Specialist,Bachelor's,Medium,30637,0.45,0.74
Security Guard,Master's,High,62209,0.89,0.9
Doctor,PhD,Low,70478,0.26,0.69
Nurse,Bachelor's,Low,90760,0.18,0.29
Truck Driver,Master's,High,52505,0.73,0.69
Financial Analyst,High School,Medium,140441,0.54,0.16
Research Scientist,Bachelor's,Low,108944,0.26,0.43
Security Guard,Master's,High,40886,0.91,0.85
Customer Support,PhD,High,85744,0.92,0.53
Retail Worker,Master's,High,75778,0.88,0.73
HR Specialist,Bachelor's,Medium,88764,0.58,0.69
Financial Analyst,High School,Medium,62795,0.41,0.19
Marketing Manager,Bachelor's,Low,107223,0.56,0.69
Security Guard,Master's,High,98835,0.83,0.35
AI Engineer,Master's,Low,139640,0.27,0.76
Construction Worker,Bachelor's,High,87225,0.89,0.17
Retail Worker,Master's,High,37466,0.84,0.88
Data Scientist,PhD,Low,80530,0.59,0.15
Chef,Bachelor's,Medium,40040,0.41,0.05
Marketing Manager,Bachelor's,Low,145874,0.51,0.52
Graphic Designer,Bachelor's,Medium,60985,0.62,0.51
Truck Driver,Master's,High,57262,0.9,0.48
AI Engineer,Master's,Low,102022,0.27,0.95
Nurse,Bachelor's,Low,31320,0.22,0.89
Security Guard,Master's,High,84681,0.9,0.78
Research Scientist,Bachelor's,Low,82167,0.11,0.2
Software Engineer,PhD,Low,64477,0.69,0.63
UX Researcher,PhD,Medium,32565,0.45,0.58
Security Guard,Master's,High,112915,0.77,0.13
Security Guard,Master's,High,103251,0.95,0.08
Graphic Designer,Bachelor's,Medium,51258,0.67,0.3
Construction Worker,Bachelor's,High,115535,0.83,0.09
Graphic Designer,Bachelor's,Medium,101156,0.62,0.04
Customer Support,PhD,High,127417,0.87,0.95
Graphic Designer,Bachelor's,Medium,60066,0.59,0.92
Doctor,PhD,Low,78359,0.27,0.54
Graphic Designer,Bachelor's,Medium,78225,0.69,0.24
